"TechnologyArea","Name","IPAddress","MACAddress","Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","IA Controls","Check Content","Fix Text","False Positives","False Negatives","Documentable","Mitigations","Potential Impact","Third Party Tools","Mitigation Control","Responsibility","Severity Override Guidance","Check Content Reference","Classification","STIG","Status","Comments","Finding Details","Severity Override","Severity Override Justification","CCI","Fully Qualified Domain Name","NIST SP 800-53 Revision 4 References","Legacy",
"","","","","V-224862","low","SRG-OS-000355-GPOS-00143","SV-224862r877038_rule","WN16-00-000450","The time service must synchronize with an appropriate DoD time source.","The Windows Time Service controls time synchronization settings. Time synchronization is essential for authentication and auditing purposes. If the Windows Time Service is used, it must synchronize with a secure, authorized time source. Domain-joined systems are automatically configured to synchronize with domain controllers. If an NTP server is configured, it must synchronize with a secure, authorized time source.","","Review the Windows time service configuration.

Open an elevated ""Command Prompt"" (run as administrator).

Enter ""W32tm /query /configuration"".

Domain-joined systems (excluding the domain controller with the PDC emulator role):

If the value for ""Type"" under ""NTP Client"" is not ""NT5DS"", this is a finding.

Other systems:

If systems are configured with a ""Type"" of ""NTP"", including standalone or nondomain-joined systems and the domain controller with the PDC Emulator role, and do not have a DoD time server defined for ""NTPServer"", this is a finding.

To determine the domain controller with the PDC Emulator role:

Open ""PowerShell"".

Enter ""Get-ADDomain | FT PDCEmulator"".","Configure the system to synchronize time with an appropriate DoD time source.

Domain-joined systems use NT5DS to synchronize time from other systems in the domain by default.

If the system needs to be configured to an NTP server, configure the system to point to an authorized time server by setting the policy value for Computer Configuration >> Administrative Templates >> System >> Windows Time Service >> Time Providers >> ""Configure Windows NTP Client"" to ""Enabled"", and configure the ""NtpServer"" field to point to an appropriate DoD time server.

The US Naval Observatory operates stratum 1 time servers, which are identified at:
https://www.cnmoc.usff.navy.mil/Organization/United-States-Naval-Observatory/Precise-Time-Department/Network-Time-Protocol-NTP/

Time synchronization will occur through a hierarchy of time servers down to the local level. Clients and lower-level servers will synchronize with an authorized time server in the hierarchy.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-001891
The information system compares internal information system clocks on an organization-defined frequency with an organization-defined authoritative time source.
NIST SP 800-53 Revision 4 :: AU-8 (1) (a)

","","AU-8 (1) (a)","V-73307; SV-87959",
"","","","","V-224863","medium","SRG-OS-000480-GPOS-00227","SV-224863r569186_rule","WN16-00-000460","Orphaned security identifiers (SIDs) must be removed from user rights on Windows 2016.","Accounts or groups given rights on a system may show up as unresolved SIDs for various reasons including deletion of the accounts or groups.  If the account or group objects are reanimated, there is a potential they may still have rights no longer intended.  Valid domain accounts or groups may also show up as unresolved SIDs if a connection to the domain cannot be established for some reason.","","Review the effective User Rights setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

Review each User Right listed for any unresolved SIDs to determine whether they are valid, such as due to being temporarily disconnected from the domain. (Unresolved SIDs have the format of ""*S-1-…"".)

If any unresolved SIDs exist and are not for currently valid accounts or groups, this is a finding.

For server core installations, run the following command:

Secedit /export /areas USER_RIGHTS /cfg c:\path\UserRights.txt

The results in the file identify user right assignments by SID instead of group name. Review the SIDs for unidentified ones. A list of typical SIDs \ Groups is below, search Microsoft for articles on well-known SIDs for others. 

If any unresolved SIDs exist and are not for currently valid accounts or groups, this is a finding.


SID - Group
S-1-5-11 - Authenticated Users
S-1-5-113 - Local account
S-1-5-114 - Local account and member of Administrators group
S-1-5-19 - Local Service
S-1-5-20 - Network Service
S-1-5-32-544 - Administrators
S-1-5-32-546 - Guests
S-1-5-6 - Service
S-1-5-9 - Enterprise Domain Controllers
S-1-5-domain-512 - Domain Admins
S-1-5-root domain-519 - Enterprise Admins
S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420 - NT Service\WdiServiceHost","Remove any unresolved SIDs found in User Rights assignments and determined to not be for currently valid accounts or groups by removing the accounts or groups from the appropriate group policy.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-78127; SV-92833",
"","","","","V-224864","low","SRG-OS-000480-GPOS-00227","SV-224864r569186_rule","WN16-00-000470","Secure Boot must be enabled on Windows Server 2016 systems.","Secure Boot is a standard that ensures systems boot only to a trusted operating system. Secure Boot is required to support additional security features in Windows Server 2016, including Virtualization Based Security and Credential Guard. If Secure Boot is turned off, these security features will not function.","","Some older systems may not have UEFI firmware. This is currently a CAT III; it will be raised in severity at a future date when broad support of Windows hardware and firmware requirements are expected to be met. Devices that have UEFI firmware must have Secure Boot enabled. 

Run ""System Information"".

Under ""System Summary"", if ""Secure Boot State"" does not display ""On"", this is a finding.","Enable Secure Boot in the system firmware.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-90355; SV-101005",
"","","","","V-224865","low","SRG-OS-000480-GPOS-00227","SV-224865r569186_rule","WN16-00-000480","Windows 2016 systems must have Unified Extensible Firmware Interface (UEFI) firmware and be configured to run in UEFI mode, not Legacy BIOS.","UEFI provides additional security features in comparison to legacy BIOS firmware, including Secure Boot. UEFI is required to support additional security features in Windows Server 2016, including Virtualization Based Security and Credential Guard. Systems with UEFI that are operating in ""Legacy BIOS"" mode will not support these security features.","","Some older systems may not have UEFI firmware. This is currently a CAT III; it will be raised in severity at a future date when broad support of Windows hardware and firmware requirements are expected to be met. Devices that have UEFI firmware must run in ""UEFI"" mode.

Verify the system firmware is configured to run in ""UEFI"" mode, not ""Legacy BIOS"".

Run ""System Information"".

Under ""System Summary"", if ""BIOS Mode"" does not display ""UEFI"", this is a finding.","Configure UEFI firmware to run in ""UEFI"" mode, not ""Legacy BIOS"" mode.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-90357; SV-101007",
"","","","","V-224866","medium","SRG-OS-000329-GPOS-00128","SV-224866r852301_rule","WN16-AC-000010","Windows 2016 account lockout duration must be configured to 15 minutes or greater.","The account lockout feature, when enabled, prevents brute-force password attacks on the system. This parameter specifies the period of time that an account will remain locked after the specified number of failed logon attempts.","","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy.

If the ""Account lockout duration"" is less than ""15"" minutes (excluding ""0""), this is a finding.

For server core installations, run the following command:

Secedit /Export /Areas SecurityPolicy /CFG C:\Path\FileName.Txt

If ""LockoutDuration"" is less than ""15"" (excluding ""0"") in the file, this is a finding.

Configuring this to ""0"", requiring an administrator to unlock the account, is more restrictive and is not a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy >> ""Account lockout duration"" to ""15"" minutes or greater.

A value of ""0"" is also acceptable, requiring an administrator to unlock the account.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-002238
The information system automatically locks the account or node for either an organization-defined time period, until the locked account or node is released by an administrator, or delays the next login prompt according to the organization-defined delay algorithm when the maximum number of unsuccessful attempts is exceeded.
NIST SP 800-53 Revision 4 :: AC-7 b

","","AC-7 b","V-73309; SV-87961",
"","","","","V-224867","medium","SRG-OS-000021-GPOS-00005","SV-224867r569186_rule","WN16-AC-000020","Windows Server 2016 must have the number of allowed bad logon attempts configured to three or less.","The account lockout feature, when enabled, prevents brute-force password attacks on the system. The higher this value is, the less effective the account lockout feature will be in protecting the local system. The number of bad logon attempts must be reasonably small to minimize the possibility of a successful password attack while allowing for honest errors made during normal user logon.","","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy.

If the ""Account lockout threshold"" is ""0"" or more than ""3"" attempts, this is a finding.

For server core installations, run the following command:

Secedit /Export /Areas SecurityPolicy /CFG C:\Path\FileName.Txt

If ""LockoutBadCount"" equals ""0"" or is greater than ""3"" in the file, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy >> ""Account lockout threshold"" to ""3"" or fewer invalid logon attempts (excluding ""0"", which is unacceptable).","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000044
The information system enforces the organization-defined limit of consecutive invalid logon attempts by a user during the organization-defined time period.
NIST SP 800-53 :: AC-7 a
NIST SP 800-53A :: AC-7.1 (ii)
NIST SP 800-53 Revision 4 :: AC-7 a

","","AC-7 a","V-73311; SV-87963",
"","","","","V-224868","medium","SRG-OS-000021-GPOS-00005","SV-224868r852302_rule","WN16-AC-000030","Windows Server 2016 must have the period of time before the bad logon counter is reset configured to 15 minutes or greater.","The account lockout feature, when enabled, prevents brute-force password attacks on the system. This parameter specifies the period of time that must pass after failed logon attempts before the counter is reset to ""0"". The smaller this value is, the less effective the account lockout feature will be in protecting the local system.

Satisfies: SRG-OS-000021-GPOS-00005, SRG-OS-000329-GPOS-00128","","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy.

If the ""Reset account lockout counter after"" value is less than ""15"" minutes, this is a finding.

For server core installations, run the following command:

Secedit /Export /Areas SecurityPolicy /CFG C:\Path\FileName.Txt

If ""ResetLockoutCount"" is less than ""15"" in the file, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy >> ""Reset account lockout counter after"" to at least ""15"" minutes.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000044
The information system enforces the organization-defined limit of consecutive invalid logon attempts by a user during the organization-defined time period.
NIST SP 800-53 :: AC-7 a
NIST SP 800-53A :: AC-7.1 (ii)
NIST SP 800-53 Revision 4 :: AC-7 a

CCI-002238
The information system automatically locks the account or node for either an organization-defined time period, until the locked account or node is released by an administrator, or delays the next login prompt according to the organization-defined delay algorithm when the maximum number of unsuccessful attempts is exceeded.
NIST SP 800-53 Revision 4 :: AC-7 b

","","AC-7 a;AC-7 b","V-73313; SV-87965",
"","","","","V-224869","medium","SRG-OS-000077-GPOS-00045","SV-224869r569186_rule","WN16-AC-000040","Windows Server 2016 password history must be configured to 24 passwords remembered.","A system is more vulnerable to unauthorized access when system users recycle the same password several times without being required to change to a unique password on a regularly scheduled basis. This enables users to effectively negate the purpose of mandating periodic password changes. The default value is ""24"" for Windows domain systems. DoD has decided this is the appropriate value for all Windows systems.","","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy.

If the value for ""Enforce password history"" is less than ""24"" passwords remembered, this is a finding.

For server core installations, run the following command:

Secedit /Export /Areas SecurityPolicy /CFG C:\Path\FileName.Txt

If ""PasswordHistorySize"" is less than ""24"" in the file, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Enforce password history"" to ""24"" passwords remembered.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000200
The information system prohibits password reuse for the organization defined number of generations.
NIST SP 800-53 :: IA-5 (1) (e)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (e)

","","IA-5 (1) (e)","V-73315; SV-87967",
"","","","","V-224870","medium","SRG-OS-000076-GPOS-00044","SV-224870r569186_rule","WN16-AC-000050","Windows Server 2016 maximum password age must be configured to 60 days or less.","The longer a password is in use, the greater the opportunity for someone to gain unauthorized knowledge of the passwords. Scheduled changing of passwords hinders the ability of unauthorized system users to crack passwords and gain access to a system.","","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy.

If the value for the ""Maximum password age"" is greater than ""60"" days, this is a finding.

If the value is set to ""0"" (never expires), this is a finding.

For server core installations, run the following command:

Secedit /Export /Areas SecurityPolicy /CFG C:\Path\FileName.Txt

If ""MaximumPasswordAge"" is greater than ""60"" or equal to ""0"" in the file, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Maximum password age"" to ""60"" days or less (excluding ""0"", which is unacceptable).","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000199
The information system enforces maximum password lifetime restrictions.
NIST SP 800-53 :: IA-5 (1) (d)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (d)

","","IA-5 (1) (d)","V-73317; SV-87969",
"","","","","V-224871","medium","SRG-OS-000075-GPOS-00043","SV-224871r569186_rule","WN16-AC-000060","Windows Server 2016 minimum password age must be configured to at least one day.","Permitting passwords to be changed in immediate succession within the same day allows users to cycle passwords through their history database. This enables users to effectively negate the purpose of mandating periodic password changes.","","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy.

If the value for the ""Minimum password age"" is set to ""0"" days (""Password can be changed immediately""), this is a finding.

For server core installations, run the following command:

Secedit /Export /Areas SecurityPolicy /CFG C:\Path\FileName.Txt

If ""MinimumPasswordAge"" equals ""0"" in the file, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Minimum password age"" to at least ""1"" day.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000198
The information system enforces minimum password lifetime restrictions.
NIST SP 800-53 :: IA-5 (1) (d)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (d)

","","IA-5 (1) (d)","V-73319; SV-87971",
"","","","","V-224872","medium","SRG-OS-000078-GPOS-00046","SV-224872r569186_rule","WN16-AC-000070","Windows Server 2016 minimum password length must be configured to 14 characters.","Information systems not protected with strong password schemes (including passwords of minimum length) provide the opportunity for anyone to crack the password, thus gaining access to the system and compromising the device, information, or the local network.","","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy.

If the value for the ""Minimum password length,"" is less than ""14"" characters, this is a finding.

For server core installations, run the following command:

Secedit /Export /Areas SecurityPolicy /CFG C:\Path\FileName.Txt

If ""MinimumPasswordLength"" is less than ""14"" in the file, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Minimum password length"" to ""14"" characters.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000205
The information system enforces minimum password length.
NIST SP 800-53 :: IA-5 (1) (a)
NIST SP 800-53A :: IA-5 (1).1 (i)
NIST SP 800-53 Revision 4 :: IA-5 (1) (a)

","","IA-5 (1) (a)","V-73321; SV-87973",
"","","","","V-224873","medium","SRG-OS-000069-GPOS-00037","SV-224873r569186_rule","WN16-AC-000080","Windows Server 2016 must have the built-in Windows password complexity policy enabled.","The use of complex passwords increases their strength against attack. The built-in Windows password complexity policy requires passwords to contain at least three of the four types of characters (numbers, upper- and lower-case letters, and special characters) and prevents the inclusion of user names or parts of user names.

Satisfies: SRG-OS-000069-GPOS-00037, SRG-OS-000070-GPOS-00038, SRG-OS-000071-GPOS-00039, SRG-OS-000266-GPOS-00101","","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy.

If the value for ""Password must meet complexity requirements"" is not set to ""Enabled"", this is a finding.

For server core installations, run the following command:

Secedit /Export /Areas SecurityPolicy /CFG C:\Path\FileName.Txt

If ""PasswordComplexity"" equals ""0"" in the file, this is a finding.

Note: If an external password filter is in use that enforces all four character types and requires this setting to be set to ""Disabled"", this would not be considered a finding. If this setting does not affect the use of an external password filter, it must be enabled for fallback purposes.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Password must meet complexity requirements"" to ""Enabled"".","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000192
The information system enforces password complexity by the minimum number of upper case characters used.
NIST SP 800-53 :: IA-5 (1) (a)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (a)

CCI-000193
The information system enforces password complexity by the minimum number of lower case characters used.
NIST SP 800-53 :: IA-5 (1) (a)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (a)

CCI-000194
The information system enforces password complexity by the minimum number of numeric characters used.
NIST SP 800-53 :: IA-5 (1) (a)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (a)

CCI-001619
The information system enforces password complexity by the minimum number of special characters used.
NIST SP 800-53 :: IA-5 (1) (a)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (a)

","","IA-5 (1) (a)","V-73323; SV-87975",
"","","","","V-224874","high","SRG-OS-000073-GPOS-00041","SV-224874r877397_rule","WN16-AC-000090","Windows Server 2016 reversible password encryption must be disabled.","Storing passwords using reversible encryption is essentially the same as storing clear-text versions of the passwords, which are easily compromised. For this reason, this policy must never be enabled.","","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy.

If the value for ""Store passwords using reversible encryption"" is not set to ""Disabled"", this is a finding.

For server core installations, run the following command:

Secedit /Export /Areas SecurityPolicy /CFG C:\Path\FileName.Txt

If ""ClearTextPassword"" equals ""1"" in the file, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Store passwords using reversible encryption"" to ""Disabled"".","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000196
The information system, for password-based authentication, stores only encrypted representations of passwords.
NIST SP 800-53 :: IA-5 (1) (c)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (c)

","","IA-5 (1) (c)","V-73325; SV-87977",
"","","","","V-224875","medium","SRG-OS-000342-GPOS-00133","SV-224875r877390_rule","WN16-AU-000010","Audit records must be backed up to a different system or media than the system being audited.","Protection of log data includes assuring the log data is not accidentally lost or deleted. Audit information stored in one location is vulnerable to accidental or incidental deletion or alteration.","","Determine if a process to back up log data to a different system or media than the system being audited has been implemented.

If it has not, this is a finding.","Establish and implement a process for backing up log data to another system or media other than the system being audited.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-001851
The information system off-loads audit records per organization-defined frequency onto a different system or media than the system being audited.
NIST SP 800-53 Revision 4 :: AU-4 (1)

","","AU-4 (1)","V-73401; SV-88053",
"","","","","V-224876","medium","SRG-OS-000479-GPOS-00224","SV-224876r860019_rule","WN16-AU-000020","Windows Server 2016 must, at a minimum, offload audit records of interconnected systems in real time and offload standalone or nondomain-joined systems weekly.","Protection of log data includes ensuring the log data is not accidentally lost or deleted. Audit information stored in one location is vulnerable to accidental or incidental deletion or alteration.","","Verify the audit records, at a minimum, are offloaded for interconnected systems in real time and offloaded for standalone or nondomain-joined systems weekly. 

If they are not, this is a finding.","Configure the system to, at a minimum, offload audit records of interconnected systems in real time and offload standalone or nondomain-joined systems weekly.","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-001851
The information system off-loads audit records per organization-defined frequency onto a different system or media than the system being audited.
NIST SP 800-53 Revision 4 :: AU-4 (1)

","","AU-4 (1)","V-73403; SV-88055",
"","","","","V-224877","medium","SRG-OS-000057-GPOS-00027","SV-224877r569186_rule","WN16-AU-000030","Permissions for the Application event log must prevent access by non-privileged accounts.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. The Application event log may be susceptible to tampering if proper permissions are not applied.

Satisfies: SRG-OS-000057-GPOS-00027, SRG-OS-000058-GPOS-00028, SRG-OS-000059-GPOS-00029","","Navigate to the Application event log file.

The default location is the ""%SystemRoot%\System32\winevt\Logs"" folder. However, the logs may have been moved to another folder.

If the permissions for the ""Application.evtx"" file are not as restrictive as the default permissions listed below, this is a finding.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control","Configure the permissions on the Application event log file (Application.evtx) to prevent access by non-privileged accounts. The default permissions listed below satisfy this requirement:

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\ System32\winevt\Logs"" folder.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000162
The information system protects audit information from unauthorized access.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000163
The information system protects audit information from unauthorized modification.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000164
The information system protects audit information from unauthorized deletion.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

","","AU-9","V-73405; SV-88057",
"","","","","V-224878","medium","SRG-OS-000057-GPOS-00027","SV-224878r569186_rule","WN16-AU-000040","Permissions for the Security event log must prevent access by non-privileged accounts.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. The Security event log may disclose sensitive information or be susceptible to tampering if proper permissions are not applied.

Satisfies: SRG-OS-000057-GPOS-00027, SRG-OS-000058-GPOS-00028, SRG-OS-000059-GPOS-00029","","Navigate to the Security event log file.

The default location is the ""%SystemRoot%\System32\winevt\Logs"" folder. However, the logs may have been moved to another folder.

If the permissions for the ""Security.evtx"" file are not as restrictive as the default permissions listed below, this is a finding.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control","Configure the permissions on the Security event log file (Security.evtx) to prevent access by non-privileged accounts. The default permissions listed below satisfy this requirement:

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\ System32\winevt\Logs"" folder.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000162
The information system protects audit information from unauthorized access.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000163
The information system protects audit information from unauthorized modification.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000164
The information system protects audit information from unauthorized deletion.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

","","AU-9","V-73407; SV-88059",
"","","","","V-224879","medium","SRG-OS-000057-GPOS-00027","SV-224879r569186_rule","WN16-AU-000050","Permissions for the System event log must prevent access by non-privileged accounts.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. The System event log may be susceptible to tampering if proper permissions are not applied.

Satisfies: SRG-OS-000057-GPOS-00027, SRG-OS-000058-GPOS-00028, SRG-OS-000059-GPOS-00029","","Navigate to the System event log file.

The default location is the ""%SystemRoot%\System32\winevt\Logs"" folder. However, the logs may have been moved to another folder.

If the permissions for the ""System.evtx"" file are not as restrictive as the default permissions listed below, this is a finding.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control","Configure the permissions on the System event log file (System.evtx) to prevent access by non-privileged accounts. The default permissions listed below satisfy this requirement:

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\ System32\winevt\Logs"" folder.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".","","","false","","","","","","","M","Unclass","Microsoft Windows Server 2016 Security Technical Implementation Guide :: Version 2, Release: 6 Benchmark Date: 11 May 2023","Not Reviewed","","","","","CCI-000162
The information system protects audit information from unauthorized access.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000163
The information system protects audit information from unauthorized modification.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000164
The information system protects audit information from unauthorized deletion.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

","","AU-9","V-73409; SV-88061",
